Budget currency,Date,Week,Month,Year,Hour,Advertiser account name,Advertiser account ID,Ad product,Portfolio ID,Portfolio name,Campaign ID,Campaign name,Campaign budget amount,Campaign bid strategy,Campaign rule amount,Campaign cost type,Campaign delivery status,Ad group ID,Ad group name,Ad group delivery status,Advertised product ID,Advertised product SKU,Placement Name,Placement size,Site or app,Placement classification,Target value,Target match type,Search term,Matched target,Impressions,Invalid impression rate,Clicks,Invalid clicks,Viewable CTR (vCTR),CTR,CPC,Viewable rate,Viewable impressions,Total cost,Purchases (all views),Sales (all views),Units sold (all views),Cost per purchase (all views),Purchase rate (all views),Purchase rate over clicks (all views),ROAS (all views),Purchases (new to brand),Purchase rate (new to brand),Detail page views,"Purchases (halo, all views)","Sales (halo, all views)","Units sold (halo, all views)",Detail page view rate,Add to cart,Add to list,Long-term sales,Long-term ROAS,Purchases (combined),ROAS (combined),ROAS from clicks (combined),Sales (combined),Units sold (combined),Cost per purchase (combined),Purchase rate (combined)
USD,"Jan 25, 2026",4,1,2026,15,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,118163182088436,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""423560911548046""",Sp Kw Scavenger - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""368781255379665""",Sp Kw Scavenger - B0DT9QXCC3,ENABLED,B0DT9QXCC3,P7-IPNB-14CQ,UNKNOWN,,Unknown,Detail Page on-Amazon,over cup coffee maker,BROAD,pour over coffee maker,pour over coffee maker,9,10.0%,1,0,,11.1111%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,250099214177971,B0F75V7P54 - Ninja Blender Top Replacement Lid,"=""421203893437111""",SP Kw Ex Ros ninja blender lid replacement - B0F75V7P54,5,legacy,,CPC,ENABLED,"=""447633866061978""",SP Kw Ex ninja blender lid replacement - B0F75V7P54,ENABLED,B0F75V7P54,EL-EQQZ-EAJB,UNKNOWN,,Unknown,Other on-Amazon,ninja blender lid replacement,EXACT,ninja blender lid replacement,ninja blender lid replacement,26,3.7037%,1,0,,3.8462%,0.83,,0,0.83,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""496900808280878""",Sp Kw Ex - foot moisturizing socks - B08V85NWJS,5,legacy,,CPC,PAUSED,"=""510475066706944""",Foot Covers 200 ( B08V85NWJS ),ENABLED,B08V85NWJS,W3-JH40-WU6D,UNKNOWN,,Unknown,Detail Page on-Amazon,foot moisturizing socks,EXACT,foot moisturizing socks,foot moisturizing socks,2,0.0%,1,0,,50.0%,0.35,,0,0.35,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,68925360001158,B0F74SWMRF - Ninja Blender Blade Replacement - 7-Fin,"=""37803562969861""",Sp Kw Br ninja blades replacement - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""300736397690508""",Sp Kw Br ninja blades replacement - B0F74SWMRF,ENABLED,B0F74SWMRF,MA-7YSQ-QFAK,UNKNOWN,,Unknown,Top of Search on-Amazon,,,ninja hybrid edge blades assembly,ninja hybrid edge blades assembly,1,0.0%,1,0,,100.0%,0.5,,0,0.5,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,23346572396872,B08V85NWJS - Foot Covers 200,"=""344573843978177""",Sp Kw Br +bag+for+foot  - B08V85NWJS,15,legacy,,CPC,ENABLED,"=""561167058258243""",Sp Kw Br +bag+for+foot  - B08V85NWJS,ENABLED,B08V85NWJS,W3-JH40-WU6D,UNKNOWN,,Unknown,Top of Search on-Amazon,+bag+for+foot,BROAD,bags for foot spa,bags for foot spa,1,0.0%,1,0,,100.0%,0.72,,0,0.72,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,23,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,62486252007954,B0DLR5LQM1 - Scoring Tools,"=""547677472875661""",Sp Auto CM - B0DLR5LQM1,5,legacy,,CPC,ENABLED,"=""302678729613481""",Sp Auto - B0DLR5LQM1,ENABLED,B0DLR5LQM1,C8-QXEL-FB0G,UNKNOWN,,Unknown,Other on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,clay scoring tool,clay scoring tool,1,0.0%,1,0,,100.0%,0.0,,0,0.0,0,0.0,0,,0.0%,0.0%,,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,,0,,,0.0,0,,0.0%
CAD,"Jan 25, 2026",4,1,2026,18,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,49109744470768,B0F74SWMRF - Stainless Steel Ninja,"=""329452129832225""",Sp Auto Cm Lm - B0F74SWMRF,5,legacy,,CPC,ENABLED,"=""290786861312830""",Sp Auto Cm Lm - B0F74SWMRF,ENABLED,B0F74SWMRF,Y8-KE0U-XGKZ,UNKNOWN,,Unknown,Top of Search on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,ninja blender replacement,ninja blender replacement,1,0.0%,1,0,,100.0%,0.53,,0,0.53,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,20,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,158965072190878,B0F74Q5JXY - Ninja Blender Cups Replacement,"=""411725076666931""",Sp Kw Ex ninja bullet replacement cups - B0F74Q5JXY,5,legacy,,CPC,ENABLED,"=""356813596213188""",Sp Kw Ex ninja bullet replacement cups - B0F74Q5JXY,ENABLED,B0F74Q5JXY,TO-2M2N-47CD,UNKNOWN,,Unknown,Detail Page on-Amazon,ninja bullet replacement cups,EXACT,ninja bullet replacement cups,ninja bullet replacement cups,9,0.0%,1,0,,11.1111%,0.41,,0,0.41,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,19,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Detail Page on-Amazon,"asin-expanded=""B0D9VVHBQM""",TARGETING_EXPRESSION,B0DHKPQ4YN,B0DHKPQ4YN,1,0.0%,1,1,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,158965072190878,B0F74Q5JXY - Ninja Blender Cups Replacement,"=""391013535933893""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,5,legacy,,CPC,ENABLED,"=""554089954899671""",SP Kw Br 32+oz+blender+cups - B0F74Q5JXY,ENABLED,B0F74Q5JXY,TO-2M2N-47CD,UNKNOWN,,Unknown,Top of Search on-Amazon,32+oz+blender+cups,BROAD,ninja bullet blender 32 oz cups replacement,ninja bullet blender 32 oz cups replacement,1,0.0%,1,0,,100.0%,1.0,,0,1.0,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""414470270483000""",Sp Kw Tos Ex - thermoflask lid replacement - B0BYRGS1J9,10,legacy,,CPC,ENABLED,"=""345067637716128""",replacement lids ( B0BYRGS1J9 ),ENABLED,B0BYRGS1J9,U2-1YIP-GCAF,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,4,0.0%,1,0,,25.0%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,7,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,118163182088436,B0DT9QXCC3 - Pour Over Coffee Dripper,"=""423560911548046""",Sp Kw Scavenger - B0DT9QXCC3,5,legacy,,CPC,ENABLED,"=""368781255379665""",Sp Kw Scavenger - B0DT9QXCC3,ENABLED,B0DT9QXCC3,P7-IPNB-14CQ,UNKNOWN,,Unknown,Detail Page on-Amazon,pour over,BROAD,stainless steel pour over,stainless steel pour over,1,0.0%,1,0,,100.0%,0.3,,0,0.3,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,2,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""52856964365632""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,10,unknown,,CPC,PAUSED,"=""553820293883634""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,ENABLED,B0FMYSZ585,,UNKNOWN,,Unknown,Top of Search on-Amazon,owala+lid+replacement,BROAD,owala bottle lid replacement,owala bottle lid replacement,1,0.0%,1,0,100.0%,100.0%,0.33,,1,0.33,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""341292667131940""",SP Pt  - B0BC25CQTW - B0F74RXW97,9,legacy,,CPC,ENABLED,"=""488369172967838""",SP Pt  - B0BC25CQTW - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Top of Search on-Amazon,"asin=""B0BC25CQTW""",TARGETING_EXPRESSION,ninja professional 1000w blender blade,ninja professional 1000w blender blade,1,0.0%,1,0,,100.0%,0.46,,0,0.46,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,65066619362726,B0F75KTD5R - Bullet Blender Cups 32 oz,"=""454876464276423""",SBV Kw Br 1st creative low bid - B0F75KTD5R,5,,,CPC,PAUSED,"=""532599164947974""",SBV Kw Br - B0F75KTD5R,ENABLED,B0F75KTD5R,,UNKNOWN,,Unknown,Other on-Amazon,+nutribullet+cups,BROAD,nutribullet blender cups,nutribullet blender cups,3,0.0%,1,0,50.0%,33.3333%,0.49,,2,0.49,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 25, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,187455897394742,B074T2FWJY - Tea Strainers for Loose Tea,"=""524128882432340""",Sp Kw Br tea+strainer - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""434390758797230""",Sp Kw Br tea+strainer - B074T2FWJY,ENABLED,B074T2FWJY,VI-CRJN-K0RB,UNKNOWN,,Unknown,Other on-Amazon,tea+strainer,BROAD,tea infuser strainer,tea infuser strainer,7,0.0%,1,0,,14.2857%,0.35,,0,0.35,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,12,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""39917430047838""",SB Prod Col Ninja Cups - B0F74TNP9L,5,manual,,CPC,ENABLED,"=""357707209332371""",SB Prod Col Ninja Cups - B0F74TNP9L,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,keywords-related-to-your-landing-pages,THEME,ninja nutri bn301 20 oz replacement blender cups,ninja nutri bn301 20 oz replacement blender cups,4,0.0%,1,0,50.0%,25.0%,0.2,,2,0.2,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,8,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B0F75V7P54,EL-EQQZ-EAJB,UNKNOWN,,Unknown,Other on-Amazon,"asin-expanded=""B0C1YR92PH""",TARGETING_EXPRESSION,B0B5TQWSP3,B0B5TQWSP3,2,0.0%,1,0,,50.0%,0.05,,0,0.05,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Top of Search on-Amazon,tea+infusers,BROAD,cute tea infuser,cute tea infuser,1,0.0%,1,0,,100.0%,0.32,,0,0.32,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,12,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B09XB6NCQJ,B09XB6NCQJ,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 22, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,70494018595470,B0FBRRRV8P - ear covers,"=""480964604294138""",Sp Kw Auto Cm - B0FBRRRV8P,5,legacy,,CPC,ENABLED,"=""315727858275355""",Sp Kw Auto Cm - B0FBRRRV8P,ENABLED,B0FBRRRV8P,3L-3PRI-C4CQ,UNKNOWN,,Unknown,Top of Search on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,ear covers for shower,ear covers for shower,1,0.0%,1,1,,100.0%,0.52,,0,0.52,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,21,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B09XB6NCQJ,B09XB6NCQJ,3,0.0%,1,0,,33.3333%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,9,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,141786303486095,B074T2FWJY - Heart Tea Infuser,"=""559097248370412""",SP Kw Br Tos tea+infusers - B074T2FWJY,5,legacy,,CPC,ENABLED,"=""552327702284296""",SP Kw Br tea+infusers - B074T2FWJY,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,tea+infusers,BROAD,sumind tea infuser bulk,sumind tea infuser bulk,1,75.0%,1,0,,100.0%,0.22,,0,0.22,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 21, 2026",4,1,2026,11,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,70494018595470,B0FBRRRV8P - ear covers,"=""480964604294138""",Sp Kw Auto Cm - B0FBRRRV8P,5,legacy,,CPC,ENABLED,"=""315727858275355""",Sp Kw Auto Cm - B0FBRRRV8P,ENABLED,B0FBRRRV8P,3L-3PRI-C4CQ,UNKNOWN,,Unknown,Top of Search on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,plastic ear covers,plastic ear covers,3,0.0%,2,0,,66.6667%,0.545,,0,1.09,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 20, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,135041252058689,B0FBRRRV8P - Ear Covers,"=""472737763512983""",SBV Kw Br ear cover for shover - B0FBRRRV8P,10,manual,1500000,CPC,ENABLED,"=""508561452032111""",SBV Kw Br ear cover for shover - B0FBRRRV8P,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,ear cover for shover,BROAD,ear net,ear net,1,0.0%,1,0,100.0%,100.0%,0.51,,1,0.51,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 26, 2026",5,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"category=""Tea Filters""",TARGETING_EXPRESSION,B0F2DYC4Z6,B0F2DYC4Z6,3,0.0%,1,0,,33.3333%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,4,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""52856964365632""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,10,unknown,,CPC,PAUSED,"=""553820293883634""",SB Pr Col Kw Br Owala Lids - B0FMYQSPHC,ENABLED,B0FMYSZ585,,UNKNOWN,,Unknown,Top of Search on-Amazon,owala+lid+replacement,BROAD,owala lid replacement,owala lid replacement,6,25.0%,1,0,16.6667%,16.6667%,0.33,,6,0.33,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,6,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,232043298537063,B0BYRGS1J9 - Replacement Lids,"=""457312447533301""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,14,,,CPC,ENABLED,"=""474752024359578""",SBV Kw Ex - thermoflask lid replacement - B0BYRGS1J9,ENABLED,,,UNKNOWN,,Unknown,Top of Search on-Amazon,thermoflask lid replacement,EXACT,thermoflask lid replacement,thermoflask lid replacement,4,0.0%,1,0,25.0%,25.0%,0.43,,4,0.43,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 25, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,262970418448725,Scavengers and Tests Ketar,"=""423116379077948""",SP Pt Scavenger,7,legacy,,CPC,ENABLED,"=""351673424984431""",SP Pt Scavenger,ENABLED,B074T2FWJY,LB-SRU9-1SJI,UNKNOWN,,Unknown,Detail Page on-Amazon,"asin-expanded=""B093D3SQV4""",TARGETING_EXPRESSION,B08PV8Z9X8,B08PV8Z9X8,1,0.0%,1,0,,100.0%,0.1,,0,0.1,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
CAD,"Jan 20, 2026",4,1,2026,14,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,267842883366984,B08V85NWJS - paraffin foot covers,"=""332442313672822""",Sp Auto Cm - B08V85NWJS,5,legacy,,CPC,ENABLED,"=""503407335443551""",Sp Auto Cm - B08V85NWJS,ENABLED,B08V85NWJS,Y6-5H2D-PF3B,UNKNOWN,,Unknown,Detail Page on-Amazon,close-match,TARGETING_EXPRESSION_PREDEFINED,paraffin liners,paraffin liners,11,8.3333%,1,0,,9.0909%,0.6,,0,0.6,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 24, 2026",4,1,2026,10,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Brands,220004347573435,SB - Product Collections Ketar,"=""426912518240951""",SB Prod Collection Paraffin Bags,10,unknown,,CPC,ENABLED,"=""553381897147793""",SB Prod Collection Paraffin Bags,ENABLED,,,UNKNOWN,,Unknown,Other on-Amazon,paraffin wax for hand and feet,BROAD,dr. scholl's quick heat hand & foot wax paraffin spa bath kit,dr. scholl's quick heat hand & foot wax paraffin spa bath kit,1,0.0%,1,0,100.0%,100.0%,0.4,,1,0.4,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 22, 2026",4,1,2026,22,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,206589068159462,B0F74RXW97 - Ninja Blender Blade Replacement for 72 oz Pitcher,"=""341292667131940""",SP Pt  - B0BC25CQTW - B0F74RXW97,9,legacy,,CPC,ENABLED,"=""488369172967838""",SP Pt  - B0BC25CQTW - B0F74RXW97,ENABLED,B0F74RXW97,MO-5EME-L6U2,UNKNOWN,,Unknown,Top of Search on-Amazon,"asin=""B0BC25CQTW""",TARGETING_EXPRESSION,ninja blender blade replacement bl610,ninja blender blade replacement bl610,4,0.0%,3,0,,75.0%,0.45,,0,1.35,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 21, 2026",4,1,2026,13,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,222549613359669,B0F74TJH24 - Ninja Replacement Blades,"=""446643782606080""",SP Kw Ex Tos - Ninja Blender Blade Replacement - B0F74TJH24,8,legacy,,CPC,ENABLED,"=""420118866620903""",SP Kw Ex Ninja Blender Blade Replacement - B0F74TJH24,ENABLED,B0F74TJH24,4C-RY24-QNAN,UNKNOWN,,Unknown,Top of Search on-Amazon,Ninja Blender Blade Replacement,EXACT,ninja blender blade replacement,ninja blender blade replacement,4,42.8571%,2,0,,50.0%,0.75,,0,1.5,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
USD,"Jan 23, 2026",4,1,2026,16,Ilshat tatarin,"=""amzn1.ads-account.g.r6tedg6b0c14fi9mhhacdfjv""",Sponsored Products,104012156039667,B0FVMLDMCD - Tea Diffusers for Loose Tea,"=""438060466676807""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,5,optimizeForSales,,CPC,PAUSED,"=""474168134796912""",SP Kw Br Ros +tea+infusers - B0FVMLDMCD,ENABLED,B0FVMLDMCD,EB-FPLL-MZ5E,UNKNOWN,,Unknown,Detail Page on-Amazon,+tea+infusers,BROAD,tea infuser for loose leaf tea,tea infuser for loose leaf tea,51,0.0%,1,0,,1.9608%,0.39,,0,0.39,0,0.0,0,,0.0%,0.0%,0.0,0,0.0%,0,0,0.0,0,0.0%,0,0,0.0,0.0,0,0.0,0.0,0.0,0,,0.0%
